#Zeitstempel[ms];BeschleunigungX[m/s2];BeschleunigungY[m/s2];BeschleunigungZ[m/s2];GyroskopX[rad/s];GyroskopY[rad/s];GyroskopZ[rad/s]
1655820550429;-1,563184;4,398522;8,696545;-0,237941;0,265569;0,06367
1655820550439;-1,563184;4,398522;8,696545;-0,237941;0,265569;0,06367
1655820550449;-2,10594;4,660543;9,364346;-0,237941;0,265569;0,06367
1655820550459;-2,10594;4,660543;9,364346;-0,207328;0,21382;0,110305
1655820550470;-2,10594;4,660543;9,364346;-0,207328;0,21382;0,110305
1655820550480;-2,213775;4,697117;10,716131;-0,207328;0,21382;0,110305
1655820550490;-2,213775;4,697117;10,716131;-0,152001;-0,044349;0,25234
1655820550500;-2,213775;4,697117;10,716131;-0,152001;-0,044349;0,25234
1655820550511;-2,213775;4,697117;10,716131;-0,152001;-0,044349;0,25234
1655820550521;-2,184508;5,032957;10,588319;-0,152001;-0,044349;0,25234
1655820550531;-2,184508;5,032957;10,588319;-0,255499;0,203366;0,343812
1655820550541;-2,184508;5,032957;10,588319;-0,255499;0,203366;0,343812
1655820550551;-2,887551;4,998002;12,003742;-0,255499;0,203366;0,343812
1655820550562;-2,887551;4,998002;12,003742;-0,401129;0,010402;0,257227
1655820550572;-2,887551;4,998002;12,003742;-0,401129;0,010402;0,257227
1655820550582;-2,297926;3,96656;11,7397;-0,401129;0,010402;0,257227
1655820550592;-2,297926;3,96656;11,7397;-0,19635;-0,220994;0,276076
1655820550602;-2,297926;3,96656;11,7397;-0,19635;-0,220994;0,276076
1655820550612;-2,198097;3,236482;10,28029;-0,19635;-0,220994;0,276076
1655820550622;-2,198097;3,236482;10,28029;-0,174585;0,339135;0,455897
1655820550633;-2,198097;3,236482;10,28029;-0,174585;0,339135;0,455897
1655820550643;-2,198097;3,236482;10,28029;-0,174585;0,339135;0,455897
1655820550653;-2,675999;3,391684;9,249816;-0,174585;0,339135;0,455897
1655820550663;-2,675999;3,391684;9,249816;0,214065;0,266442;0,568174
1655820550673;-2,675999;3,391684;9,249816;0,214065;0,266442;0,568174
1655820550684;-2,826393;3,527502;10,580035;0,214065;0,266442;0,568174
1655820550694;-2,826393;3,527502;10,580035;0,449108;-0,591283;0,485551
1655820550704;-2,826393;3,527502;10,580035;0,449108;-0,591283;0,485551
1655820550714;-2,144448;3,335353;9,20674;0,449108;-0,591283;0,485551
1655820550724;-2,144448;3,335353;9,20674;0,296881;-0,56149;0,560216
1655820550734;-2,144448;3,335353;9,20674;0,296881;-0,56149;0,560216
1655820550746;-1,428936;2,589722;8,251453;0,296881;-0,56149;0,560216
1655820550757;-1,428936;2,589722;8,251453;-0,004922;0,028885;0,515291
1655820550767;-1,428936;2,589722;8,251453;-0,004922;0,028885;0,515291
1655820550777;-1,444269;2,273448;6,585606;-0,004922;0,028885;0,515291
1655820550787;-1,444269;2,273448;6,585606;0,026861;0,334405;0,393868
1655820550798;-1,444269;2,273448;6,585606;0,026861;0,334405;0,393868
1655820550808;-1,444269;2,273448;6,585606;0,026861;0,334405;0,393868
1655820550818;-1,41346;2,384452;7,140889;0,026861;0,334405;0,393868
1655820550828;-1,41346;2,384452;7,140889;0,325382;-0,131371;0,330373
1655820550838;-1,41346;2,384452;7,140889;0,325382;-0,131371;0,330373
1655820550849;-1,254236;3,039544;5,792426;0,325382;-0,131371;0,330373
1655820550859;-1,254236;3,039544;5,792426;0,353796;0,049375;0,301401
1655820550869;-1,254236;3,039544;5,792426;0,353796;0,049375;0,301401
1655820550879;-1,652516;3,731603;6,200034;0,353796;0,049375;0,301401
1655820550889;-1,652516;3,731603;6,200034;0,111823;0,340898;0,25974
1655820550900;-1,652516;3,731603;6,200034;0,111823;0,340898;0,25974
1655820550910;-1,652516;3,731603;6,200034;0,111823;0,340898;0,25974
1655820550920;-1,74658;4,135352;7,467467;0,111823;0,340898;0,25974
1655820550930;-1,74658;4,135352;7,467467;0,014608;-0,184586;0,095278
1655820550940;-1,74658;4,135352;7,467467;0,014608;-0,184586;0,095278
1655820550951;-1,255041;4,151737;8,345641;0,014608;-0,184586;0,095278
1655820550962;-1,255041;4,151737;8,345641;-0,247662;-0,134984;-0,104982
1655820550972;-1,255041;4,151737;8,345641;-0,247662;-0,134984;-0,104982
1655820550982;-1,627109;4,084431;8,970164;-0,247662;-0,134984;-0,104982
1655820550992;-1,627109;4,084431;8,970164;-0,299935;0,463141;-0,243037
1655820551003;-1,627109;4,084431;8,970164;-0,299935;0,463141;-0,243037
1655820551013;-1,954732;4,201766;9,629412;-0,299935;0,463141;-0,243037
1655820551023;-1,954732;4,201766;9,629412;-0,117461;0,17661;-0,287526
1655820551033;-1,954732;4,201766;9,629412;-0,117461;0,17661;-0,287526
1655820551043;-2,105011;4,399279;10,611073;-0,117461;0,17661;-0,287526
1655820551054;-2,105011;4,399279;10,611073;-0,096709;0,0721;-0,297561
1655820551064;-2,105011;4,399279;10,611073;0,098576;-0,205338;-0,322345
1655820551074;-2,105011;4,399279;10,611073;0,098576;-0,205338;-0,322345
1655820551084;-2,215862;4,799867;11,425781;0,098576;-0,205338;-0,322345
1655820551094;-2,215862;4,799867;11,425781;0,044803;-0,026459;-0,236544
1655820551104;-2,215862;4,799867;11,425781;0,044803;-0,026459;-0,236544
1655820551115;-2,220565;5,038301;11,281833;0,044803;-0,026459;-0,236544
1655820551125;-2,220565;5,038301;11,281833;-0,183347;0,095016;-0,122016
1655820551135;-2,220565;5,038301;11,281833;-0,183347;0,095016;-0,122016
1655820551145;-1,724429;4,449806;11,628331;-0,183347;0,095016;-0,122016
1655820551155;-1,724429;4,449806;11,628331;-0,181689;-0,200626;-0,182876
1655820551165;-1,724429;4,449806;11,628331;-0,181689;-0,200626;-0,182876
1655820551175;-1,724429;4,449806;11,628331;-0,181689;-0,200626;-0,182876
1655820551185;-1,060095;3,590556;10,911996;-0,181689;-0,200626;-0,182876
1655820551360;-0,540936;2,881805;7,754216;-0,199177;-0,091665;-0,224205
1655820551196;-1,060095;3,590556;10,911996;-0,199177;-0,091665;-0,224205
1655820551370;-0,540936;2,881805;7,754216;-0,199177;-0,091665;-0,224205
1655820551206;-1,060095;3,590556;10,911996;-0,042621;0,227399;-0,209893
1655820551380;-0,671076;2,997722;6,754886;-0,042621;0,227399;-0,209893
1655820551390;-0,671076;2,997722;6,754886;-0,042621;0,227399;-0,209893
1655820551216;-0,779092;2,97831;10,2871;0,134146;0,470349;-0,20347
1655820551400;-0,671076;2,997722;6,754886;0,134146;0,470349;-0,20347
1655820551227;-0,779092;2,97831;10,2871;0,134146;0,470349;-0,20347
1655820551410;-0,726372;3,223515;6,685329;0,378981;-0,479041;-0,147149
1655820551421;-0,726372;3,223515;6,685329;0,378981;-0,479041;-0,147149
1655820551237;-0,779092;2,97831;10,2871;0,378981;-0,479041;-0,147149
1655820551431;-0,726372;3,223515;6,685329;0,378981;-0,479041;-0,147149
1655820551247;-1,217183;3,005307;8,69734;0,252881;-0,438113;-0,124861
1655820551441;-0,726372;3,223515;6,685329;0,252881;-0,438113;-0,124861
1655820551258;-1,217183;3,005307;8,69734;0,252881;-0,438113;-0,124861
1655820551268;-1,217183;3,005307;8,69734;-0,049882;0,247104;-0,152838
1655820551278;-1,36617;3,206679;9,051978;-0,049882;0,247104;-0,152838
1655820551288;-1,36617;3,206679;9,051978;-0,049882;0,247104;-0,152838
1655820551298;-1,36617;3,206679;9,051978;-0,042848;0,190206;-0,176296
1655820551309;-1,36617;3,206679;9,051978;-0,042848;0,190206;-0,176296
1655820551319;-0,9586;3,14873;8,68397;-0,042848;0,190206;-0,176296
1655820551329;-0,9586;3,14873;8,68397;0,17003;-0,128683;-0,243648
1655820551339;-0,9586;3,14873;8,68397;0,17003;-0,128683;-0,243648
1655820551349;-0,540936;2,881805;7,754216;0,17003;-0,128683;-0,243648
1655820551451;-0,909308;3,625185;6,972088;0,17003;-0,128683;-0,243648
1655820551461;-0,909308;3,625185;6,972088;0,082956;-0,003299;-0,320983
1655820551471;-0,909308;3,625185;6,972088;0,082956;-0,003299;-0,320983
1655820551481;-1,123532;4,38974;7,607595;0,082956;-0,003299;-0,320983
1655820551492;-1,123532;4,38974;7,607595;-0,002321;0,089326;-0,214344
1655820551502;-1,123532;4,38974;7,607595;-0,002321;0,089326;-0,214344
1655820551512;-1,159129;4,628767;7,685493;-0,002321;0,089326;-0,214344
1655820551522;-1,159129;4,628767;7,685493;-0,16448;-0,062134;-0,109624
1655820551532;-1,159129;4,628767;7,685493;-0,16448;-0,062134;-0,109624
1655820551542;-1,159129;4,628767;7,685493;-0,16448;-0,062134;-0,109624
1655820551553;-1,276301;4,335382;8,856996;-0,144461;-0,339205;-0,164742
1655820551563;-1,276301;4,335382;8,856996;-0,144461;-0,339205;-0,164742
1655820551573;-1,276301;4,335382;8,856996;-0,144461;-0,339205;-0,164742
1655820551583;-1,293348;4,199468;8,820162;-0,144461;-0,339205;-0,164742
1655820551594;-1,293348;4,199468;8,820162;-0,093445;-0,268816;-0,137427
1655820551604;-1,293348;4,199468;8,820162;-0,093445;-0,268816;-0,137427
1655820551614;-1,66057;4,573835;9,085335;-0,093445;-0,268816;-0,137427
1655820551624;-1,66057;4,573835;9,085335;-0,096691;0,405143;-0,030473
1655820551634;-1,66057;4,573835;9,085335;-0,096691;0,405143;-0,030473
1655820551645;-2,369791;4,806839;10,491814;-0,096691;0,405143;-0,030473
1655820551655;-2,369791;4,806839;10,491814;0,100636;-0,152053;0,043424
1655820551665;-2,369791;4,806839;10,491814;0,100636;-0,152053;0,043424
1655820551675;-2,369791;4,806839;10,491814;0,100636;-0,152053;0,043424
1655820551685;-1,958409;4,593946;10,721446;0,100636;-0,152053;0,043424
1655820551696;-1,958409;4,593946;10,721446;0,196192;-0,586553;0,057526
1655820551706;-1,958409;4,593946;10,721446;0,196192;-0,586553;0,057526
1655820551716;-2,286558;5,093568;10,032759;0,196192;-0,586553;0,057526
1655820551727;-2,286558;5,093568;10,032759;-0,075468;0,444361;0,01946
1655820551737;-2,286558;5,093568;10,032759;-0,075468;0,444361;0,01946
1655820551747;-3,198481;4,6914;12,631253;-0,075468;0,444361;0,01946
1655820551757;-3,198481;4,6914;12,631253;-0,154671;-0,160274;-0,081856
1655820551768;-3,198481;4,6914;12,631253;-0,154671;-0,160274;-0,081856
1655820551778;-2,141671;3,495199;10,820308;-0,154671;-0,160274;-0,081856
1655820551788;-2,141671;3,495199;10,820308;-0,111335;-0,129695;-0,02789
1655820551798;-2,141671;3,495199;10,820308;-0,111335;-0,129695;-0,02789
1655820551809;-2,141671;3,495199;10,820308;-0,111335;-0,129695;-0,02789
1655820551819;-2,323534;3,216428;9,246349;-0,111335;-0,129695;-0,02789
1655820551829;-2,323534;3,216428;9,246349;-0,039794;0,700872;0,216072
1655820551839;-2,323534;3,216428;9,246349;-0,039794;0,700872;0,216072
1655820551849;-2,875254;3,598351;8,734593;-0,039794;0,700872;0,216072
1655820551860;-2,875254;3,598351;8,734593;0,267035;0,326359;0,265744
1655820551870;-2,875254;3,598351;8,734593;0,267035;0,326359;0,265744
1655820551880;-2,845786;3,698237;9,196081;0,267035;0,326359;0,265744
1655820551891;-2,845786;3,698237;9,196081;0,500368;-0,765048;0,150762
1655820551901;-2,845786;3,698237;9,196081;0,500368;-0,765048;0,150762
1655820551911;-1,937168;3,18946;8,541496;0,500368;-0,765048;0,150762
1655820551921;-1,937168;3,18946;8,541496;-0,055676;-0,456543;0,170903
1655820551931;-1,937168;3,18946;8,541496;-0,055676;-0,456543;0,170903
1655820551942;-1,937168;3,18946;8,541496;-0,055676;-0,456543;0,170903
1655820551952;-1,280544;2,720014;7,478327;-0,055676;-0,456543;0,170903
1655820551962;-1,280544;2,720014;7,478327;-0,38872;0,248099;0,256337
1655820551972;-1,280544;2,720014;7,478327;-0,38872;0,248099;0,256337
1655820551982;-1,545179;2,451155;6,192153;-0,38872;0,248099;0,256337
1655820551992;-1,545179;2,451155;6,192153;-0,268624;0,295414;0,211848
1655820552003;-1,545179;2,451155;6,192153;-0,268624;0,295414;0,211848
1655820552013;-1,653876;2,52414;6,557872;-0,268624;0,295414;0,211848
1655820552023;-1,653876;2,52414;6,557872;0,024504;-0,109327;0,156015
1655820552033;-1,653876;2,52414;6,557872;0,024504;-0,109327;0,156015
1655820552043;-1,69497;3,237631;6,223909;0,024504;-0,109327;0,156015
1655820552054;-1,69497;3,237631;6,223909;0,287037;-0,256773;0,216403
1655820552064;-1,69497;3,237631;6,223909;0,287037;-0,256773;0,216403
1655820552074;-1,69497;3,237631;6,223909;0,287037;-0,256773;0,216403
1655820552084;-1,831832;3,740155;7,337108;0,159698;-0,098524;0,251746
1655820552094;-1,831832;3,740155;7,337108;0,159698;-0,098524;0,251746
1655820552104;-1,831832;3,740155;7,337108;0,159698;-0,098524;0,251746
1655820552115;-1,946371;4,23248;7,483987;0,159698;-0,098524;0,251746
1655820552125;-1,946371;4,23248;7,483987;-0,033493;-0,139993;0,138928
1655820552135;-1,946371;4,23248;7,483987;-0,033493;-0,139993;0,138928
1655820552145;-1,796341;4,129404;8,707952;-0,033493;-0,139993;0,138928
1655820552155;-1,796341;4,129404;8,707952;-0,243299;-0,148754;0,004119
1655820552165;-1,796341;4,129404;8,707952;-0,243299;-0,148754;0,004119
1655820552176;-1,796341;4,129404;8,707952;-0,243299;-0,148754;0,004119
1655820552186;-1,806463;4,17566;9,200907;-0,220697;0,050161;-0,01686
1655820552196;-1,806463;4,17566;9,200907;-0,220697;0,050161;-0,01686
1655820552206;-1,806463;4,17566;9,200907;-0,220697;0,050161;-0,01686
1655820552216;-1,984113;4,28405;10,334926;-0,220697;0,050161;-0,01686
1655820552227;-1,984113;4,28405;10,334926;-0,146887;0,060179;-0,020979
1655820552237;-1,984113;4,28405;10,334926;-0,146887;0,060179;-0,020979
1655820552247;-2,048163;4,324292;11,548911;-0,146887;0,060179;-0,020979
1655820552258;-2,048163;4,324292;11,548911;-0,075468;-0,200992;-0,12692
1655820552268;-2,048163;4,324292;11,548911;-0,075468;-0,200992;-0,12692
1655820552278;-2,191997;4,862595;11,342167;-0,075468;-0,200992;-0,12692
1655820552289;-2,191997;4,862595;11,342167;-0,136973;0,074526;-0,153606
1655820552299;-2,191997;4,862595;11,342167;-0,136973;0,074526;-0,153606
1655820552310;-1,964711;4,170403;14,107729;-0,136973;0,074526;-0,153606
1655820552320;-1,964711;4,170403;14,107729;-0,420258;-0,111666;-0,153519
1655820552330;-1,964711;4,170403;14,107729;-0,420258;-0,111666;-0,153519
1655820552341;-1,964711;4,170403;14,107729;-0,420258;-0,111666;-0,153519
1655820552351;-1,075954;3,448761;12,402281;-0,399925;-0,120707;-0,154165
1655820552361;-1,075954;3,448761;12,402281;-0,381703;0,24014;-0,123779
1655820552371;-1,075954;3,448761;12,402281;-0,381703;0,24014;-0,123779
1655820552381;-0,493857;3,015468;10,014956;-0,381703;0,24014;-0,123779
1655820552391;-0,493857;3,015468;10,014956;-0,16708;0,846956;0,080582
1655820552402;-0,493857;3,015468;10,014956;-0,16708;0,846956;0,080582
1655820552412;-0,997195;2,9394;9,534525;-0,16708;0,846956;0,080582
1655820552423;-0,997195;2,9394;9,534525;0,59493;0,134722;0,077597
1655820552433;-0,997195;2,9394;9,534525;0,59493;0,134722;0,077597
1655820552443;-0,672943;3,058229;8,921179;0,59493;0,134722;0,077597
1655820552454;-0,672943;3,058229;8,921179;0,837758;-0,464188;-0,125594
1655820552464;-0,672943;3,058229;8,921179;0,837758;-0,464188;-0,125594
1655820552474;-0,672943;3,058229;8,921179;0,837758;-0,464188;-0,125594
1655820552484;-0,402245;3,131472;8,500269;0,446333;-0,300616;-0,214361
1655820552494;-0,402245;3,131472;8,500269;0,446333;-0,300616;-0,214361
1655820552504;-0,402245;3,131472;8,500269;0,446333;-0,300616;-0,214361
1655820552515;-0,302464;3,011436;6,512496;0,446333;-0,300616;-0,214361
1655820552525;-0,302464;3,011436;6,512496;-0,042883;0,292954;-0,285292
1655820552535;-0,302464;3,011436;6,512496;-0,042883;0,292954;-0,285292
1655820552545;-0,730567;2,831824;6,300371;-0,042883;0,292954;-0,285292
1655820552555;-0,730567;2,831824;6,300371;-0,211691;0,301785;-0,411776
1655820552565;-0,730567;2,831824;6,300371;-0,211691;0,301785;-0,411776
1655820552576;-0,923913;2,82127;6,409967;-0,211691;0,301785;-0,411776
1655820552586;-0,923913;2,82127;6,409967;-0,003089;-0,052116;-0,444431
1655820552596;-0,923913;2,82127;6,409967;-0,003089;-0,052116;-0,444431
1655820552606;-0,923913;2,82127;6,409967;-0,003089;-0,052116;-0,444431
1655820552616;-1,216369;3,306278;6,080362;-0,003089;-0,052116;-0,444431
1655820552626;-1,216369;3,306278;6,080362;0,075852;0,18977;-0,341631
1655820552636;-1,216369;3,306278;6,080362;0,075852;0,18977;-0,341631
1655820552647;-1,606528;3,747969;6,644762;0,075852;0,18977;-0,341631
1655820552657;-1,606528;3,747969;6,644762;0,088157;0,208829;-0,228987
1655820552667;-1,606528;3,747969;6,644762;0,088157;0,208829;-0,228987
1655820552678;-1,813943;4,084738;8,0241;0,088157;0,208829;-0,228987
1655820552688;-1,813943;4,084738;8,0241;0,030718;-0,201132;-0,124704
1655820552698;-1,813943;4,084738;8,0241;0,030718;-0,201132;-0,124704
1655820552708;-1,813943;4,084738;8,0241;0,030718;-0,201132;-0,124704
1655820552718;-1,596463;4,410445;8,166881;-0,176732;-0,170362;-0,07456
1655820552729;-1,596463;4,410445;8,166881;-0,176732;-0,170362;-0,07456
1655820552739;-1,596463;4,410445;8,166881;-0,176732;-0,170362;-0,07456
1655820552749;-1,72508;4,396635;9,01008;-0,176732;-0,170362;-0,07456
1655820552759;-1,72508;4,396635;9,01008;-0,425389;0,455688;-0,078016
1655820552770;-1,72508;4,396635;9,01008;-0,425389;0,455688;-0,078016
1655820552780;-2,333035;4,824584;9,439015;-0,425389;0,455688;-0,078016
1655820552790;-2,333035;4,824584;9,439015;-0,341299;0,294873;-0,024976
1655820552800;-2,333035;4,824584;9,439015;-0,341299;0,294873;-0,024976
1655820552811;-2,433897;4,869184;10,434841;-0,341299;0,294873;-0,024976
1655820552821;-2,433897;4,869184;10,434841;-0,141023;-0,20745;0,151512
1655820552831;-2,433897;4,869184;10,434841;-0,141023;-0,20745;0,151512
1655820552841;-2,433897;4,869184;10,434841;-0,141023;-0,20745;0,151512
1655820552851;-2,212865;4,670819;10,620812;-0,096237;0,120096;0,34184
1655820552862;-2,212865;4,670819;10,620812;-0,096237;0,120096;0,34184
1655820552872;-2,212865;4,670819;10,620812;-0,096237;0,120096;0,34184
1655820552882;-3,423584;5,316622;10,055225;-0,096237;0,120096;0,34184
1655820552892;-3,423584;5,316622;10,055225;-0,22431;0,560652;0,305276
1655820552902;-3,423584;5,316622;10,055225;-0,22431;0,560652;0,305276
1655820552913;-3,536935;4,236885;13,194896;-0,22431;0,560652;0,305276
1655820552923;-3,536935;4,236885;13,194896;-0,115837;-0,676891;0,178512
1655820552933;-3,536935;4,236885;13,194896;-0,115837;-0,676891;0,178512
1655820552944;-2,335525;3,459028;10,285951;-0,115837;-0,676891;0,178512
1655820552954;-2,335525;3,459028;10,285951;-0,090321;-0,530493;0,325085
1655820552965;-2,335525;3,459028;10,285951;-0,090321;-0,530493;0,325085
1655820552975;-2,335525;3,459028;10,285951;-0,090321;-0,530493;0,325085
1655820552985;-2,396098;2,870198;10,497215;-0,184132;0,177448;0,426419
1655820552995;-2,396098;2,870198;10,497215;-0,184132;0,177448;0,426419
1655820553005;-2,396098;2,870198;10,497215;-0,184132;0,177448;0,426419
1655820553015;-2,790595;3,120105;9,993321;-0,184132;0,177448;0,426419
1655820553026;-2,790595;3,120105;9,993321;0,076096;-0,154235;0,277455
1655820553036;-2,790595;3,120105;9,993321;0,076096;-0,154235;0,277455
1655820553047;-2,111016;2,627493;9,561359;0,076096;-0,154235;0,277455
1655820553057;-2,111016;2,627493;9,561359;0,140377;-0,311157;0,283092
1655820553067;-2,111016;2,627493;9,561359;0,140377;-0,311157;0,283092
1655820553077;-1,521257;2,253222;8,450287;0,140377;-0,311157;0,283092
1655820553087;-1,521257;2,253222;8,450287;0,028728;0,087703;0,344371
1655820553098;-1,521257;2,253222;8,450287;0,028728;0,087703;0,344371
1655820553109;-1,521257;2,253222;8,450287;0,028728;0,087703;0,344371
1655820553119;-1,239344;2,061015;7,341609;0,094073;0,30655;0,296322
1655820553129;-1,239344;2,061015;7,341609;0,094073;0,30655;0,296322
1655820553139;-1,239344;2,061015;7,341609;0,094073;0,30655;0,296322
1655820553149;-1,322825;2,162558;7,366748;0,094073;0,30655;0,296322
1655820553161;-1,322825;2,162558;7,366748;0,247139;0,014713;0,226264
1655820553171;-1,322825;2,162558;7,366748;0,247139;0,014713;0,226264
1655820553181;-1,22088;2,884965;5,87018;0,247139;0,014713;0,226264
1655820553192;-1,22088;2,884965;5,87018;0,420834;-0,169751;0,341875
1655820553253;-1,4284;3,781919;7,192278;0,420834;-0,169751;0,341875
1655820553202;-1,22088;2,884965;5,87018;0,420834;-0,169751;0,341875
1655820553263;-1,4284;3,781919;7,192278;0,293058;-0,076166;0,331543
1655820553273;-1,4284;3,781919;7,192278;0,293058;-0,076166;0,331543
1655820553212;-1,169424;3,291912;7,164639;0,293058;-0,076166;0,331543
1655820553283;-1,434979;3,878951;8,217197;0,137637;-0,203628;0,13631
1655820553222;-1,169424;3,291912;7,164639;0,137637;-0,203628;0,13631
1655820553294;-1,434979;3,878951;8,217197;0,137637;-0,203628;0,13631
1655820553304;-1,434979;3,878951;8,217197;0,137637;-0,203628;0,13631
1655820553232;-1,169424;3,291912;7,164639;-0,106029;-0,082345;-0,022148
1655820553314;-1,339786;3,902826;8,622296;-0,106029;-0,082345;-0,022148
1655820553243;-1,4284;3,781919;7,192278;-0,106029;-0,082345;-0,022148
1655820553324;-1,339786;3,902826;8,622296;-0,195145;0,039654;-0,120847
1655820553334;-1,339786;3,902826;8,622296;-0,195145;0,039654;-0,120847
1655820553344;-1,518039;4,027382;9,199979;-0,195145;0,039654;-0,120847
1655820553355;-1,518039;4,027382;9,199979;-0,11849;-0,00356;-0,205041
1655820553365;-1,518039;4,027382;9,199979;-0,11849;-0,00356;-0,205041
1655820553375;-1,518039;4,027382;9,199979;-0,11849;-0,00356;-0,205041
1655820553386;-1,669879;4,045942;9,697598;-0,020926;-0,000297;-0,282551
1655820553396;-1,669879;4,045942;9,697598;-0,020926;-0,000297;-0,282551
1655820553406;-1,669879;4,045942;9,697598;-0,020926;-0,000297;-0,282551
1655820553416;-1,950298;4,227892;10,071592;-0,020926;-0,000297;-0,282551
1655820553427;-1,950298;4,227892;10,071592;0,003386;0,055938;-0,288485
1655820553437;-1,950298;4,227892;10,071592;0,003386;0,055938;-0,288485
1655820553447;-2,175161;4,754319;10,082539;0,003386;0,055938;-0,288485
1655820553457;-2,175161;4,754319;10,082539;0,099205;0,172281;-0,154636
1655820553467;-2,175161;4,754319;10,082539;0,099205;0,172281;-0,154636
1655820553477;-2,567657;4,842379;10,594305;0,099205;0,172281;-0,154636
1655820553488;-2,567657;4,842379;10,594305;0,012043;-0,01323;-0,143274
1655820553498;-2,567657;4,842379;10,594305;0,012043;-0,01323;-0,143274
1655820553508;-2,567657;4,842379;10,594305;0,012043;-0,01323;-0,143274
1655820553518;-1,830789;3,96972;12,969984;-0,169751;-0,700854;-0,360655
1655820553528;-1,830789;3,96972;12,969984;-0,169751;-0,700854;-0,360655
1655820553539;-1,830789;3,96972;12,969984;-0,169751;-0,700854;-0,360655
1655820553549;-1,006302;2,987897;10,844651;-0,169751;-0,700854;-0,360655
1655820553559;-1,006302;2,987897;10,844651;-0,433453;0,081926;-0,432667
1655820553569;-1,006302;2,987897;10,844651;-0,433453;0,081926;-0,432667
1655820553579;-1,225429;2,682952;9,73877;-0,433453;0,081926;-0,432667
1655820553589;-1,225429;2,682952;9,73877;-0,337843;0,533128;-0,352748
1655820553599;-1,225429;2,682952;9,73877;-0,337843;0,533128;-0,352748
1655820553610;-1,136317;2,804185;9,692696;-0,337843;0,533128;-0,352748
1655820553620;-1,136317;2,804185;9,692696;0,214571;-0,581893;-0,302588
1655820553632;-1,136317;2,804185;9,692696;0,214571;-0,581893;-0,302588
1655820553642;-1,136317;2,804185;9,692696;0,214571;-0,581893;-0,302588
1655820553653;-0,513461;2,774679;9,07209;0,395265;-0,728762;-0,316289
1655820553663;-0,513461;2,774679;9,07209;0,395265;-0,728762;-0,316289
1655820553673;-0,513461;2,774679;9,07209;0,395265;-0,728762;-0,316289
1655820553683;-0,558079;2,901591;8,064476;0,017698;0,140202;-0,267716
1655820553693;-0,558079;2,901591;8,064476;-0,023754;0,236894;-0,265569
1655820553703;-0,558079;2,901591;8,064476;-0,023754;0,236894;-0,265569
1655820553714;-1,044581;2,942014;7,677429;-0,023754;0,236894;-0,265569
1655820553724;-1,044581;2,942014;7,677429;-0,096203;0,224606;-0,317685
1655820553734;-1,044581;2,942014;7,677429;-0,096203;0,224606;-0,317685
1655820553744;-1,177765;2,977898;6,913784;-0,096203;0,224606;-0,317685
1655820553754;-1,177765;2,977898;6,913784;-0,068365;0,057596;-0,337983
1655820553764;-1,177765;2,977898;6,913784;-0,068365;0,057596;-0,337983
1655820553775;-1,177765;2,977898;6,913784;-0,068365;0,057596;-0,337983
1655820553785;-1,251114;2,951265;7,368137;0,080495;0,021345;-0,249547
1655820553795;-1,251114;2,951265;7,368137;0,080495;0,021345;-0,249547
1655820553805;-1,251114;2,951265;7,368137;0,080495;0,021345;-0,249547
1655820553815;-1,462331;3,283303;7,319084;0,080495;0,021345;-0,249547
1655820553825;-1,462331;3,283303;7,319084;0,092537;0,18593;-0,158598
1655820553835;-1,462331;3,283303;7,319084;0,092537;0,18593;-0,158598
1655820553846;-1,583525;3,64657;7,648517;0,092537;0,18593;-0,158598
1655820553856;-1,583525;3,64657;7,648517;0,087162;0,131074;-0,028711
1655820553866;-1,583525;3,64657;7,648517;0,087162;0,131074;-0,028711
1655820553876;-1,470021;3,990885;8,302823;0,087162;0,131074;-0,028711
1655820553887;-1,470021;3,990885;8,302823;0,077528;-0,13748;0,009652
1655820553897;-1,470021;3,990885;8,302823;0,077528;-0,13748;0,009652
1655820553907;-1,470021;3,990885;8,302823;0,077528;-0,13748;0,009652
1655820553917;-1,532864;4,16254;9,146291;-0,06833;0,08765;-0,024976
1655820553927;-1,532864;4,16254;9,146291;-0,06833;0,08765;-0,024976
1655820553937;-1,532864;4,16254;9,146291;-0,06833;0,08765;-0,024976
1655820553948;-1,846159;4,460446;8,846107;-0,06833;0,08765;-0,024976
1655820553958;-1,846159;4,460446;8,846107;-0,261415;0,378667;-0,01768
1655820553968;-1,846159;4,460446;8,846107;-0,261415;0,378667;-0,01768
1655820553978;-2,143893;4,426841;10,291285;-0,261415;0,378667;-0,01768
1655820553988;-2,143893;4,426841;10,291285;-0,12247;-0,186698;0,118508
1655820553999;-2,143893;4,426841;10,291285;-0,12247;-0,186698;0,118508
1655820554009;-1,784169;4,27275;10,093448;-0,12247;-0,186698;0,118508
1655820554019;-1,784169;4,27275;10,093448;-0,094178;-0,190799;0,208026
1655820554029;-1,784169;4,27275;10,093448;-0,094178;-0,190799;0,208026
1655820554039;-1,784169;4,27275;10,093448;-0,094178;-0,190799;0,208026
1655820554049;-2,094218;4,745106;10,067915;-0,094178;-0,190799;0,208026
1655820554060;-2,094218;4,745106;10,067915;-0,077475;0,194238;0,316079
1655820554071;-2,094218;4,745106;10,067915;-0,077475;0,194238;0,316079
1655820554081;-2,888959;4,549539;11,940812;-0,077475;0,194238;0,316079
1655820554092;-2,888959;4,549539;11,940812;-0,02049;-0,384671;0,254382
